"","X1.b_Intercept","X2.b_Intercept","X3.b_Intercept","X4.b_Intercept","treatment_level","species_level","bias_level"
"39",-0.159803776495751,-0.195124156896677,-0.55028528375111,-0.164186678167553,"CORT Cold","delicata","Red"
"40",-0.154872222500941,-0.0618784601059758,-0.378161405664866,-0.351164587331824,"CORT Cold","delicata","Red"
"41",-0.172172561468815,-0.261275564885666,-0.54771609378608,-0.414335161130959,"CORT Cold","delicata","Red"
"42",-0.435031560311648,-0.276736385377826,-0.284564988094241,-0.516454921754261,"CORT Cold","delicata","Red"
"43",-0.274721920725385,-0.446331604584261,-0.182814708851035,-0.157431147271248,"CORT Cold","delicata","Red"
"44",-0.033787887564743,-0.300874986199721,-0.112398588029304,-0.73864012514824,"CORT Cold","delicata","Red"
"45",-0.590582999494146,-0.360920833478471,-0.151705755957618,-0.562061366727729,"CORT Cold","delicata","Red"
"46",-0.0389850020639419,-0.314409996575378,-0.248931627865548,-0.148112233187744,"CORT Cold","delicata","Red"
"47",-0.115241363996848,-0.298037510016743,-0.52516764059764,-0.0786324662149069,"CORT Cold","delicata","Red"
"48",-0.174899091259336,-0.223007379432581,-0.520079429929085,-0.407420432541298,"CORT Cold","delicata","Red"
"49",-0.474570328409995,-0.31022732707205,-0.554788900774696,-0.358405606516371,"CORT Cold","delicata","Red"
"50",-0.135012928630653,-0.329728467288022,-0.502418673998738,-0.568043536396134,"CORT Cold","delicata","Red"
"51",-0.211662996733017,-0.212335743466071,-0.47369043287536,-0.383410552352091,"CORT Cold","delicata","Red"
"52",-0.000796410748061152,-0.447779300845944,-0.301718863682817,-0.402950586526109,"CORT Cold","delicata","Red"
"53",-0.951768251667562,-0.66254088221559,-0.409853812227461,-0.185645659301092,"CORT Cold","delicata","Red"
"54",-0.718536955891743,-0.722206306571407,-0.386607442017348,-0.166550156008076,"CORT Cold","delicata","Red"
"55",-0.205657255879766,-0.199479970954563,-0.42579979736041,-0.18551230394752,"CORT Cold","delicata","Red"
"56",-0.572717764633983,-0.558262270120325,-0.547613712881569,-0.33456786920693,"CORT Cold","delicata","Red"
"57",-0.3449182346539,-0.560805605372301,-0.171807625709396,-0.135021110116653,"CORT Cold","delicata","Red"
"58",-0.165144320787064,-0.383934020731876,-0.647257721913609,-0.508765025421111,"CORT Cold","delicata","Red"
"59",-0.336260498030303,-0.165049108840849,-0.397881607575728,-0.451382754425299,"CORT Cold","delicata","Red"
"60",-0.652731828224378,-0.605811836233982,-0.298515391560467,-0.350100931992208,"CORT Cold","delicata","Red"
"61",-0.308899466846482,-0.450947450313518,-0.377157030730504,-0.132327343470415,"CORT Cold","delicata","Red"
"62",-0.475593916347188,-0.136290437693813,-0.556759592289394,-0.107692033826944,"CORT Cold","delicata","Red"
"63",-0.610863361631607,-0.50118094768866,-0.228930303746142,-0.262412314948596,"CORT Cold","delicata","Red"
"64",-0.585935958690978,-0.541096305404777,-0.242087847781342,-0.181881188878377,"CORT Cold","delicata","Red"
"65",-0.659562043045245,-0.227714267447617,-0.354675055026538,-0.368292155058738,"CORT Cold","delicata","Red"
"66",-0.226456749438376,-0.569146201632619,-0.430055797120316,-0.572761793455664,"CORT Cold","delicata","Red"
"67",-0.252416723033821,-0.496560365314058,-0.475365603704299,-0.599658108356274,"CORT Cold","delicata","Red"
"68",-0.642681238600356,-0.509267896732042,-0.479455231946853,-0.252101038472588,"CORT Cold","delicata","Red"
"69",-0.542500010080601,-0.330072520963419,-0.327355918938031,-0.0441096519431506,"CORT Cold","delicata","Red"
"70",-0.644705490716019,-0.693120990753749,-0.550964642135109,-0.241785572944482,"CORT Cold","delicata","Red"
"71",-0.58743795466054,-0.34939036420915,-0.526129221024182,-0.324290166083572,"CORT Cold","delicata","Red"
"72",-0.243455020563055,-0.565691206328403,-0.274812335740651,-0.745197590033516,"CORT Cold","delicata","Red"
"73",-0.279611652878688,-0.631816222214011,-0.310972778786229,-0.24683796085556,"CORT Cold","delicata","Red"
"74",-0.246076918406745,-0.67766584882426,-0.345291336470056,-0.186012538606142,"CORT Cold","delicata","Red"
"75",-0.344210801596616,-0.0738665013267066,-0.209256409003274,-0.359360692629391,"CORT Cold","delicata","Red"
"76",-0.519145478107557,-0.621638663250862,-0.596999630754034,-0.482354534636147,"CORT Cold","delicata","Red"
"77",-0.338958586870022,-0.267510124238367,-0.427070287716282,-0.192779539337438,"CORT Cold","delicata","Red"
"78",-0.0362685240949521,-0.355294260195043,-0.526667774729064,-0.619407566646024,"CORT Cold","delicata","Red"
"79",-0.0992469622096064,-0.464885699741894,-0.278113211118581,-0.415415829591226,"CORT Cold","delicata","Red"
"80",-0.325321754855219,-0.524058533437215,-0.404909677252688,-0.303512515960367,"CORT Cold","delicata","Red"
"81",-0.589685111258499,-0.464082537194279,-0.382638195299355,-0.406261174751365,"CORT Cold","delicata","Red"
"82",-0.579064549344767,-0.368754472299854,-0.419961341627031,-0.246277513365343,"CORT Cold","delicata","Red"
"83",-0.316397819383582,-0.350777688697185,-0.444027238628991,-0.531031425655507,"CORT Cold","delicata","Red"
"84",-0.347052098055693,-0.331836283929724,-0.157545408135548,-0.5391582763729,"CORT Cold","delicata","Red"
"85",-0.275275724836956,-0.524559080674638,-0.184925130152666,-0.253224863420938,"CORT Cold","delicata","Red"
"86",-0.279740448577525,-0.302037644200793,-0.730738666058622,-0.0711053685652524,"CORT Cold","delicata","Red"
"87",-0.274304171098064,-0.315970685096315,-0.706186884780891,-0.311290721488652,"CORT Cold","delicata","Red"
"88",-0.555421792211829,-0.254113482026405,-0.726884736186696,-0.413595264797191,"CORT Cold","delicata","Red"
"89",-0.56731879464537,-0.431087288204336,-0.553502208942343,-0.306500126874903,"CORT Cold","delicata","Red"
"90",-0.295109937895214,-0.268444258522804,-0.405061438008392,-0.374147700244638,"CORT Cold","delicata","Red"
"91",-0.462894588538557,-0.391905672349004,-0.950827877769042,-0.573606517299056,"CORT Cold","delicata","Red"
"92",-0.211168218617181,-0.304142659764607,-0.389154001789859,-0.220404517056766,"CORT Cold","delicata","Red"
"93",-0.388625405942898,-0.482045491311852,-0.498340258380791,-0.374142955432969,"CORT Cold","delicata","Red"
"94",-0.256873757118485,-0.282088971227306,-0.161126374835794,-0.379423244550333,"CORT Cold","delicata","Red"
"95",-0.488561147407217,-0.288485690725499,-0.233370755725894,-0.433622653393725,"CORT Cold","delicata","Red"
"96",-0.390319145945313,-0.488736746215838,-0.186877176951304,-0.42451695722008,"CORT Cold","delicata","Red"
"97",-0.367604807613857,-0.652615515966245,-0.544857289217482,-0.422354420102811,"CORT Cold","delicata","Red"
"98",-0.536393848416839,-0.376659697368976,-0.491195488581117,-0.246557885176524,"CORT Cold","delicata","Red"
"99",-0.352877821641621,-0.334698739648955,-0.592478838625287,-0.236693520739478,"CORT Cold","delicata","Red"
"100",-0.393377239225265,-0.606656205276885,-0.373953958902733,-0.553176270430687,"CORT Cold","delicata","Red"
"101",-0.417485297311084,-0.252024222971026,-0.48525691169629,-0.237570751135347,"CORT Cold","delicata","Red"
"102",-0.342167879690558,-0.431015830856936,-0.455621012713046,-0.331658834229235,"CORT Cold","delicata","Red"
"103",-0.532817343922552,-0.513707159332689,-0.424587730624774,-0.364461044830765,"CORT Cold","delicata","Red"
"104",0.00108204963236603,-0.47654747275012,-0.443685142306337,-0.26027843025716,"CORT Cold","delicata","Red"
"105",-0.637362498536988,-0.480784657433512,-0.217503816209683,-0.261197590783321,"CORT Cold","delicata","Red"
"106",-0.13339488693306,-0.420961847026438,-0.465835664656338,-0.204013031489754,"CORT Cold","delicata","Red"
"107",-0.665219209080769,-0.409349967710376,-0.469314038416212,-0.46486658207985,"CORT Cold","delicata","Red"
"108",-0.00438349587990737,-0.60411274637038,-0.371092117313303,-0.0872631637286148,"CORT Cold","delicata","Red"
"109",-0.742559363758548,-0.682285001622416,-0.515986265922548,-0.713394339601981,"CORT Cold","delicata","Red"
"110",-0.75029419445521,-0.607822131473239,-0.282053962627999,-0.42636138639346,"CORT Cold","delicata","Red"
"111",-0.20260525902431,-0.0492980821163259,-0.497688543481335,-0.318466244833763,"CORT Cold","delicata","Red"
"112",-0.567156518429062,-0.034634397392009,-0.553621872340471,-0.111885605269803,"CORT Cold","delicata","Red"
"113",-0.651510902943407,-0.285580754173504,-0.541992307006875,-0.634761040928851,"CORT Cold","delicata","Red"
"114",-0.790028835795032,-0.0943238682781701,-0.450511074698366,-0.499257909911258,"CORT Cold","delicata","Red"
"115",-0.483141382765429,-0.508680061450775,-0.574345920450385,-0.452092543327902,"CORT Cold","delicata","Red"
"116",-0.390364369269458,-0.406713618888825,-0.419544998504528,-0.34766816714309,"CORT Cold","delicata","Red"
"117",-0.267355231274843,-0.0736818455090453,-0.334740141890479,0.00161034410518905,"CORT Cold","delicata","Red"
"118",-0.662463991022621,-0.68104768378425,-0.509785276386052,-0.00266437842150736,"CORT Cold","delicata","Red"
"119",-0.240338782111417,-0.575150063375419,-0.481791544787332,0.0249762877931829,"CORT Cold","delicata","Red"
"120",-0.636657460585397,-0.492203546612786,-0.151571364715879,-0.0107779349017118,"CORT Cold","delicata","Red"
"121",-0.63152520240689,-0.511111841836208,-0.353887385324896,0.0867682818613633,"CORT Cold","delicata","Red"
"122",-0.778848977872841,-0.21780467933034,-0.447920882309265,-0.791108611638268,"CORT Cold","delicata","Red"
"123",-0.217673679646278,-0.661186828987065,-0.472482209678599,0.234990331473323,"CORT Cold","delicata","Red"
"124",-0.269529494909002,-0.738930605439434,-0.355859547485174,-0.133680295453729,"CORT Cold","delicata","Red"
"125",-0.318267292355384,-0.414932667681072,-0.412117308667549,-0.256267291132695,"CORT Cold","delicata","Red"
"126",-0.385906205964969,-0.66472080436976,-0.602795282363291,-0.564157653851735,"CORT Cold","delicata","Red"
"127",-0.214073920157061,-0.2575176954664,-0.145960336484305,-0.612377013391414,"CORT Cold","delicata","Red"
"128",-0.363232201249072,-0.295467216768387,-0.432458541051104,-0.221611390341751,"CORT Cold","delicata","Red"
"129",-0.539707986300663,-0.78565201685159,-0.432419341907523,-0.490655192353154,"CORT Cold","delicata","Red"
"130",-0.0688281284530902,-0.354590431088002,-0.335897959618901,-0.359297840322923,"CORT Cold","delicata","Red"
"131",-0.410081412479179,-0.491404071653278,-0.779782328170758,-0.443295339461022,"CORT Cold","delicata","Red"
"132",-0.417837583050191,-0.530662357868609,-0.564008780822081,-0.267895690026034,"CORT Cold","delicata","Red"
"133",-0.560541403909481,-0.457516938529208,-0.637794135065639,-0.413589496390358,"CORT Cold","delicata","Red"
"134",-0.566621852882634,-0.51269557601327,-0.574671151225746,-0.427997269736774,"CORT Cold","delicata","Red"
"135",-0.237632386565517,-0.29294268108058,-0.329868285324082,-0.345478143578138,"CORT Cold","delicata","Red"
"136",-0.408851409066979,-0.63804381588397,-0.414178152413712,-0.228824358868816,"CORT Cold","delicata","Red"
"137",-0.41907014423516,-0.303349809566205,-0.660050409705978,-0.317191805120521,"CORT Cold","delicata","Red"
"138",-0.659467809851081,-0.476099878031246,-0.466312376100175,-0.340062647386106,"CORT Cold","delicata","Red"
"139",-0.0895730435036949,-0.652932797409443,-0.516597846534502,-0.252712165124072,"CORT Cold","delicata","Red"
"140",-0.241567789757812,-0.774438707006972,-0.455449899836053,-0.259849403667739,"CORT Cold","delicata","Red"
"141",-0.334577209145248,-0.702283453828596,-0.373270591327972,-0.625218004622738,"CORT Cold","delicata","Red"
"142",-0.32840992550076,-0.111822216198656,-0.197596210026334,-0.652573623806921,"CORT Cold","delicata","Red"
"143",-0.525659508721341,-0.184683995959162,-0.303909463657313,-0.626239255709277,"CORT Cold","delicata","Red"
"144",-0.0654491449012859,-0.308562887683384,-0.448966235453368,-0.339629995438886,"CORT Cold","delicata","Red"
"145",-0.386193639229857,-0.48836975109465,-0.175916234567535,-0.150903703584078,"CORT Cold","delicata","Red"
"146",-0.430626484263861,-0.398358223015894,-0.482635352725397,-0.189693183262032,"CORT Cold","delicata","Red"
"147",-0.259084288357133,-0.628216801892451,-0.430617155251327,-0.562148970531566,"CORT Cold","delicata","Red"
"148",-0.562627546500353,-0.319715784802381,-0.243889507367368,-0.0138856235388466,"CORT Cold","delicata","Red"
"149",-0.429553322200006,-0.732821392156798,-0.641036871695655,-0.498374896621709,"CORT Cold","delicata","Red"
"150",-0.546630387633921,-0.487745661798761,-0.154701304146448,-0.480203500256503,"CORT Cold","delicata","Red"
"151",-0.427275906676919,-0.525664181304218,-0.584599315534719,-0.58958518620274,"CORT Cold","delicata","Red"
"152",-0.298406562472774,-0.200165432451164,-0.511592590488034,-0.590218197678772,"CORT Cold","delicata","Red"
"153",-0.594403717097289,-0.610576067851459,-0.260765915711761,-0.533598550028246,"CORT Cold","delicata","Red"
"154",-0.452021387783553,-0.188491651050092,-0.619412252841342,-0.753793540108916,"CORT Cold","delicata","Red"
"155",-0.416147094307801,-0.171301411155666,-0.527074493219469,-0.308074943946466,"CORT Cold","delicata","Red"
"156",-0.301249470238346,-0.519490820647413,-0.192257806870807,-0.0620491664143281,"CORT Cold","delicata","Red"
"157",-0.135910653493885,-0.567080716089084,-0.359498596717862,-0.635958853922827,"CORT Cold","delicata","Red"
"158",-0.44149822253833,-0.667793768811836,-0.568450748828902,-0.436096343851891,"CORT Cold","delicata","Red"
"159",-0.463083969425263,-0.679613689909752,-0.338325787547312,-0.444228028423012,"CORT Cold","delicata","Red"
"160",-0.528582403317139,-0.432386151406945,-0.220172522186266,-0.587652033792063,"CORT Cold","delicata","Red"
"161",-0.491279159745986,0.0554351609454982,-0.66233928334183,-0.41504490463514,"CORT Cold","delicata","Red"
"162",-0.433473885907881,-0.173135882096366,-0.704898826315933,-0.567902905436375,"CORT Cold","delicata","Red"
"163",-0.202802977906975,-0.4599791797533,-0.571314006798528,-0.714294801936718,"CORT Cold","delicata","Red"
"164",-0.421416146663128,-0.174648632852386,-0.579182438677087,-0.17984514590568,"CORT Cold","delicata","Red"
"165",-0.411239202919653,-0.367342214498918,-0.349886255521614,-0.464253212991199,"CORT Cold","delicata","Red"
"166",-0.360054130460845,-0.379619389058366,-0.352341702609144,-0.331176834966437,"CORT Cold","delicata","Red"
"167",-0.314779583642361,-0.524445999410823,-0.500403270018081,-0.67727595550509,"CORT Cold","delicata","Red"
"168",-0.248640227167181,-0.46332308197819,-0.260611194640655,-0.487506938454109,"CORT Cold","delicata","Red"
"169",-0.506075272457709,-0.645149032459995,-0.610722230966026,-0.59637118110743,"CORT Cold","delicata","Red"
"170",-0.444663773194822,-0.0319246363656537,-0.619059873980295,-0.446476251645878,"CORT Cold","delicata","Red"
"171",-0.606851339117213,-0.141382192465797,-0.150306644125938,-0.225675862945699,"CORT Cold","delicata","Red"
"172",-0.468687587683808,-0.262279321162366,-0.526826363890325,-0.168792927835126,"CORT Cold","delicata","Red"
"173",-0.655008466694611,-0.169672095800564,-0.435039488616338,-0.550863081531749,"CORT Cold","delicata","Red"
"174",-0.187317277533847,-0.220859765252097,-0.466182585071398,-0.166118129752218,"CORT Cold","delicata","Red"
"175",-0.410564335657263,-0.409019679235817,-0.305177550348353,-0.133165556985047,"CORT Cold","delicata","Red"
"176",-0.332559451824341,-0.341565702681311,-0.519065396088399,-0.493222860279714,"CORT Cold","delicata","Red"
"177",-0.0993069718042568,-0.34191841400569,-0.572120993859058,-0.456163604156395,"CORT Cold","delicata","Red"
"178",-0.526447451524289,-0.373287789775051,-0.5536541632497,-0.170821039999314,"CORT Cold","delicata","Red"
"179",-0.448352623508165,-0.284815009071493,-0.503265358546545,-0.292871088838453,"CORT Cold","delicata","Red"
"180",-0.658946787572487,-0.456806292520473,-0.251894914714684,-0.261578940787782,"CORT Cold","delicata","Red"
"181",-0.146369138631224,-0.376425470956267,-0.304379262615795,-0.443179307066586,"CORT Cold","delicata","Red"
"182",-0.354190133049642,-0.270351228913436,-0.414418577977035,-0.435145633754737,"CORT Cold","delicata","Red"
"183",-0.325708381435376,-0.599424676484792,-0.511470989789075,-0.461910577975316,"CORT Cold","delicata","Red"
"184",-0.630153285689815,-0.415957232273713,-0.347026336555632,-0.239104231687115,"CORT Cold","delicata","Red"
"185",-0.238197937463005,-0.395867686364524,-0.575501196021445,-0.183870867414717,"CORT Cold","delicata","Red"
"186",-0.275064143933478,-0.471806524439701,-0.152918026145373,-0.479605730083339,"CORT Cold","delicata","Red"
"187",-0.59248989484047,-0.443326818175441,-0.279846203765991,-0.176136238411641,"CORT Cold","delicata","Red"
"188",-0.194305788550932,-0.0412603349858592,-0.469199669624406,-0.187207471675154,"CORT Cold","delicata","Red"
"189",-0.531850240090441,-0.250644637294652,-0.466410351939069,-0.242769637076903,"CORT Cold","delicata","Red"
"190",-0.37892809584278,-0.35170755443082,-0.564460923247962,-0.311105899020003,"CORT Cold","delicata","Red"
"191",-0.556833463472894,-0.366041683641508,-0.484240487048164,-0.380105110202123,"CORT Cold","delicata","Red"
"192",-0.539911794688728,-0.524215571230772,-0.245468290592514,-0.409563481305866,"CORT Cold","delicata","Red"
"193",-0.253514403798187,-0.569178916369736,-0.260552201124947,-0.210046812141195,"CORT Cold","delicata","Red"
"194",-0.692163584015185,-0.559084924302659,-0.388948910446536,-0.445527521550599,"CORT Cold","delicata","Red"
"195",-0.724776602043105,-0.277770907445801,-0.462491857876855,-0.438712688485674,"CORT Cold","delicata","Red"
"196",-0.827030262275284,-0.405380802958442,-0.289976284339509,-0.475103869054438,"CORT Cold","delicata","Red"
"197",-0.146896889952088,-0.539931490215407,-0.250123885111586,-0.307674819435629,"CORT Cold","delicata","Red"
"198",0.0419745917389296,-0.313889619696956,-0.3329723233808,-0.345399544608759,"CORT Cold","delicata","Red"
"199",-0.572222519022742,-0.398037184275992,-0.302648635456854,-0.26977230792849,"CORT Cold","delicata","Red"
"200",-0.432795796577364,-0.517175592886661,-0.529227049541206,-0.0606512233553695,"CORT Cold","delicata","Red"
"201",-0.336752458295706,-0.218203267077973,-0.31629663658927,-0.173440499723568,"CORT Cold","delicata","Red"
"202",-0.357940992945556,-0.533114545394954,-0.320895685565865,-0.084036778406893,"CORT Cold","delicata","Red"
"203",-0.435197843160233,-0.128853266763744,-0.218941106235329,-0.23537155211937,"CORT Cold","delicata","Red"
"204",-0.806790398477294,-0.772804859628156,-0.274938239419207,-0.199673478620943,"CORT Cold","delicata","Red"
"205",-0.429813673195591,-0.345198442739287,-0.470350819022984,-0.572773586093356,"CORT Cold","delicata","Red"
"206",-0.215901048555495,-0.451376629691392,-0.328421966481629,-0.515952293453568,"CORT Cold","delicata","Red"
"207",-0.434162878406703,-0.391191147476607,-0.357106245120911,-0.403003734289412,"CORT Cold","delicata","Red"
"208",-0.487484548713746,-0.785483995256484,-0.314575979587042,-0.366791465522674,"CORT Cold","delicata","Red"
"209",-0.61327292474062,-0.817650487570996,-0.0569004508234589,-0.0983619685765215,"CORT Cold","delicata","Red"
"210",-0.761036538911077,-0.154920417030619,0.0498708122473591,-0.259707464120219,"CORT Cold","delicata","Red"
"211",-0.553454196674571,-0.10262531259749,-0.0082367177247899,-0.521059735423226,"CORT Cold","delicata","Red"
"212",-0.44797762782438,-0.467824570616238,-0.543237884918506,-0.505659741222144,"CORT Cold","delicata","Red"
"213",-0.650535737033721,-0.53402568976323,-0.224496015661759,-0.215549437789478,"CORT Cold","delicata","Red"
"214",-0.648523789083672,-0.544663990760137,-0.114023849341079,-0.249026826004709,"CORT Cold","delicata","Red"
"215",-0.0695399837412123,-0.48884734006255,-0.209739066637936,-0.421231591883543,"CORT Cold","delicata","Red"
"216",-0.15809538450734,-0.422582621530744,-0.339263710461606,-0.50160895610784,"CORT Cold","delicata","Red"
"217",-0.540794115477034,-0.455467848110731,-0.474262242411061,-0.396476295596345,"CORT Cold","delicata","Red"
"218",-0.107203686915863,-0.433902817576443,-0.504195565847435,-0.623400501084963,"CORT Cold","delicata","Red"
"219",-0.288626423134642,-0.270962443947391,-0.177223630780743,-0.665722799461441,"CORT Cold","delicata","Red"
"220",-0.654483727516505,-0.311986618469577,-0.404789502254146,-0.260957400191456,"CORT Cold","delicata","Red"
"221",-0.364243970399946,-0.596979033244694,-0.198543681850091,-0.608133151336406,"CORT Cold","delicata","Red"
"222",-0.325716383281205,-0.246554802535189,-0.403208728748783,-0.373198022058919,"CORT Cold","delicata","Red"
"223",-0.335530807034077,-0.295068779670645,-0.362780171472504,-0.255379983513126,"CORT Cold","delicata","Red"
"224",-0.378687621455738,-0.5870377851812,-0.419503384352773,-0.544238085129529,"CORT Cold","delicata","Red"
"225",-0.162474771423159,-0.411892634464493,-0.529641707804088,-0.518250883049492,"CORT Cold","delicata","Red"
"226",-0.368513728955307,-0.466095453977112,-0.251089681157723,-0.510019006684663,"CORT Cold","delicata","Red"
"227",-0.318512525812598,-0.286659442325967,-0.324727374746598,-0.458050584972633,"CORT Cold","delicata","Red"
"228",-0.440566155562002,-0.225456986319179,-0.157047571374255,-0.339706206946832,"CORT Cold","delicata","Red"
"229",-0.3940182326487,-0.23071918017394,-0.263111109234847,-0.675948668888449,"CORT Cold","delicata","Red"
"230",-0.378609098423558,-0.389604043979379,-0.138204441197919,-0.440352393920556,"CORT Cold","delicata","Red"
"231",-0.31147970918598,-0.688874731184317,-0.167615295222163,-0.416803865018178,"CORT Cold","delicata","Red"
"232",-0.258421927797783,-0.300509061968729,-0.290661639034121,-0.490517618098995,"CORT Cold","delicata","Red"
"233",-0.408750958849969,-0.33779158467495,-0.175965072305209,-0.30107260818577,"CORT Cold","delicata","Red"
"234",0.0454015365143023,-0.384927641233803,-0.220795345927907,-0.715272070071872,"CORT Cold","delicata","Red"
"235",-0.692053849911975,-0.398397702626257,-0.213614419203056,-0.641641220872214,"CORT Cold","delicata","Red"
"236",-0.62224090061666,-0.450846090311532,-0.40579689270913,-0.740148671723918,"CORT Cold","delicata","Red"
"237",-0.124505922948095,-0.503515124091051,-0.412230756140497,-0.323528009626168,"CORT Cold","delicata","Red"
"238",-0.367602153639033,-0.124914757973197,-0.381453302314178,-0.655247343898587,"CORT Cold","delicata","Red"
"239",-0.396641204052298,-0.0135462969939897,-0.305525552592107,-0.742469854780906,"CORT Cold","delicata","Red"
"240",-0.284657862074323,-0.413782490703534,-0.340403241372493,-0.221863678927047,"CORT Cold","delicata","Red"
"241",-0.25252988103566,-0.360069834657707,-0.185638939441069,-0.619234782898869,"CORT Cold","delicata","Red"
"242",-0.382596596869924,-0.463948543114833,-0.0852729367010032,-0.321778070159531,"CORT Cold","delicata","Red"
"243",-0.567421495217779,-0.343539139190852,-0.130683148063644,-0.552981812374401,"CORT Cold","delicata","Red"
"244",-0.291209352537146,-0.168466479156029,-0.343235440022506,-0.35245362799207,"CORT Cold","delicata","Red"
"245",-0.507971669246915,-0.843747100747275,-0.337146601381212,-0.210910372697672,"CORT Cold","delicata","Red"
"246",-0.532132093575214,-0.300206261159325,-0.393658605524966,-0.276771150498238,"CORT Cold","delicata","Red"
"247",-0.631231197985494,-0.260181716932285,-0.913946010765382,-0.331282603909691,"CORT Cold","delicata","Red"
"248",-0.263440817079664,-0.383601671938974,-0.532878737654466,-0.432528094714154,"CORT Cold","delicata","Red"
"249",-0.646136659990358,-0.528826717546308,-0.541127494930374,-0.315173489862345,"CORT Cold","delicata","Red"
"250",-0.561197224883723,-0.194429784300468,-0.452880245353917,-0.424590735912036,"CORT Cold","delicata","Red"
"251",-0.525865999046628,-0.513818920328895,-0.580234402020112,-0.127204804685705,"CORT Cold","delicata","Red"
