"","X1.b_Associative_Trial","X2.b_Associative_Trial","X3.b_Associative_Trial","X4.b_Associative_Trial","treatment_level","species_level","bias_level"
"101",0.047155302133846,0.0744889285206264,0.0685983821415431,0.0680223222398639,"Control Hot","delicata","Red"
"102",0.0709948826774285,0.0864144031035456,0.0522853031283551,0.0609866743219484,"Control Hot","delicata","Red"
"103",0.0702771568019839,0.0487129726052519,0.0534374322397732,0.0642158255136247,"Control Hot","delicata","Red"
"104",0.0701169767120325,0.0574175543213869,0.0530755087074904,0.0450367957616012,"Control Hot","delicata","Red"
"105",0.0662726779636271,0.0545489435053752,0.0531490232331972,0.0512622919497681,"Control Hot","delicata","Red"
"106",0.057245750715062,0.057803480174898,0.052243917382587,0.0587785570280839,"Control Hot","delicata","Red"
"107",0.0567804463389532,0.0605564317437353,0.0537926889137398,0.0595869637391434,"Control Hot","delicata","Red"
"108",0.0657746345284837,0.0593323758424366,0.047373841387856,0.0598405411020412,"Control Hot","delicata","Red"
"109",0.0760236989140131,0.062299054799151,0.0456744375373054,0.0583109937669015,"Control Hot","delicata","Red"
"110",0.0557600027280845,0.0622508931847814,0.0444135634220988,0.0654114727823751,"Control Hot","delicata","Red"
"111",0.0492385730880593,0.0670023816065692,0.0833696113071756,0.0555894991609418,"Control Hot","delicata","Red"
"112",0.0646525081667278,0.0711925275427956,0.0877771949895916,0.055039828604119,"Control Hot","delicata","Red"
"113",0.07791036104892,0.048933884133637,0.0883495514086612,0.0580707967179637,"Control Hot","delicata","Red"
"114",0.074705562323471,0.0477618116095793,0.0817075987697744,0.0589511719020526,"Control Hot","delicata","Red"
"115",0.0666811966851657,0.0677856209156973,0.0817734431839346,0.0517628607227314,"Control Hot","delicata","Red"
"116",0.0619166187859559,0.0669855543528087,0.0828857411050317,0.0799420170127584,"Control Hot","delicata","Red"
"117",0.0618728708212945,0.0759277518943759,0.0853841989452383,0.0628041212791857,"Control Hot","delicata","Red"
"118",0.0651198472565259,0.084108284218484,0.0373866056502371,0.0613503586475622,"Control Hot","delicata","Red"
"119",0.0752487157287917,0.0549087047014301,0.0764272228462087,0.061574084468413,"Control Hot","delicata","Red"
"120",0.0742003661219736,0.0631610376969998,0.0768430601110345,0.0615057218991426,"Control Hot","delicata","Red"
"121",0.0695547034830876,0.063563152243129,0.0747389947767375,0.0618296605060472,"Control Hot","delicata","Red"
"122",0.0684498683910712,0.061746882640146,0.0733063947435008,0.0684819112652718,"Control Hot","delicata","Red"
"123",0.0625522058583448,0.0555582688907748,0.0452679224656322,0.0683772762647825,"Control Hot","delicata","Red"
"124",0.0713039608495036,0.0582636912668937,0.065123696857329,0.0703601165310931,"Control Hot","delicata","Red"
"125",0.0670530705607344,0.0513836823309025,0.0431584807229278,0.0707247576255549,"Control Hot","delicata","Red"
"126",0.0676529006155561,0.0527869710463909,0.0439506356260863,0.063505856141113,"Control Hot","delicata","Red"
"127",0.0683616033845595,0.0601316583141982,0.0834410170350697,0.0590829870965286,"Control Hot","delicata","Red"
"128",0.0705407795969376,0.0606010203879409,0.0476943392204417,0.0590689294882215,"Control Hot","delicata","Red"
"129",0.0705969487703282,0.0608594290576957,0.0479981711073813,0.0613154098458893,"Control Hot","delicata","Red"
"130",0.0731241037129444,0.0506445770432771,0.0807638630206081,0.0565555392926725,"Control Hot","delicata","Red"
"131",0.062715780125262,0.0446583618948783,0.077386420929697,0.0517532223909259,"Control Hot","delicata","Red"
"132",0.0506568264694527,0.0703628962073943,0.0761582719788773,0.0517517730921853,"Control Hot","delicata","Red"
"133",0.0558739342137712,0.0688797809390663,0.0768385988198671,0.0614162671349759,"Control Hot","delicata","Red"
"134",0.0718413809395508,0.0599022234380405,0.0599992395155973,0.0587678300371089,"Control Hot","delicata","Red"
"135",0.0723054668251211,0.0565370656855487,0.059773114231609,0.062160499872445,"Control Hot","delicata","Red"
"136",0.0702867545814384,0.0451341438074622,0.0595837920230223,0.0633871564168005,"Control Hot","delicata","Red"
"137",0.0508433030629126,0.0633589611518567,0.0803793969082426,0.0724660859799788,"Control Hot","delicata","Red"
"138",0.0682707423637947,0.057066232557174,0.0776315150005725,0.076365496767697,"Control Hot","delicata","Red"
"139",0.0679340433725296,0.0571608017034306,0.0783515430594359,0.060264876711806,"Control Hot","delicata","Red"
"140",0.0513176264870533,0.0542752760512909,0.0661216098848863,0.0620279123298415,"Control Hot","delicata","Red"
"141",0.0719615952738327,0.0539705602337372,0.078761722386698,0.0514392712907515,"Control Hot","delicata","Red"
"142",0.0706739526923267,0.0564147095483313,0.0492961747896619,0.0499312236480957,"Control Hot","delicata","Red"
"143",0.0631593497271638,0.0578984725760751,0.0614517471311839,0.0499739247314277,"Control Hot","delicata","Red"
"144",0.0624575861475087,0.0697998110893849,0.0539728929349868,0.0812547157016005,"Control Hot","delicata","Red"
"145",0.0658353281092706,0.0703751244633817,0.0495540540843552,0.043676501674446,"Control Hot","delicata","Red"
"146",0.064031658981472,0.0647529986825369,0.0531011451339058,0.0584400211232427,"Control Hot","delicata","Red"
"147",0.0646358926264166,0.0574826850698032,0.0654583264320685,0.0610712611994162,"Control Hot","delicata","Red"
"148",0.0622377859161126,0.0629811020091327,0.0657717312361331,0.0594851311313221,"Control Hot","delicata","Red"
"149",0.0627737211064073,0.0483330666160889,0.0665415452145444,0.0739778275771015,"Control Hot","delicata","Red"
"150",0.0600249319017859,0.0472317203658028,0.0709373553221475,0.0630082835703937,"Control Hot","delicata","Red"
"151",0.0596779269477283,0.0658927202206393,0.0655855080769358,0.0496660435583845,"Control Hot","delicata","Red"
"152",0.0587877097626795,0.0658250639526932,0.0668001085120264,0.0670959517418774,"Control Hot","delicata","Red"
"153",0.0587263758672822,0.0690150587696872,0.0600169012213109,0.0495875943871658,"Control Hot","delicata","Red"
"154",0.0610445898405755,0.0683440947170263,0.0603175560025484,0.0746564536423306,"Control Hot","delicata","Red"
"155",0.0661818371840246,0.065065283979528,0.0599416780801405,0.0771980340011233,"Control Hot","delicata","Red"
"156",0.0704569318983938,0.0588643403361456,0.0593208104026448,0.0769140780591211,"Control Hot","delicata","Red"
"157",0.0650815054979288,0.047797594416536,0.0607159347086842,0.0462536682435963,"Control Hot","delicata","Red"
"158",0.056657369395589,0.0626220189806098,0.0528001330969547,0.0482757243657197,"Control Hot","delicata","Red"
"159",0.0510664503279285,0.0564065112204729,0.0531657564221484,0.0498690011739237,"Control Hot","delicata","Red"
"160",0.0746823053516242,0.0596630507174756,0.0637901101202936,0.0610192489218167,"Control Hot","delicata","Red"
"161",0.0744163326205826,0.0615264179060232,0.0559220194205056,0.0558839131684852,"Control Hot","delicata","Red"
"162",0.0742419490134217,0.0614396648106154,0.0584307042696162,0.0736100170524743,"Control Hot","delicata","Red"
"163",0.0744414042452743,0.0631870972741726,0.0586156113851734,0.0764246100698729,"Control Hot","delicata","Red"
"164",0.0747793775655927,0.0490938696776662,0.0575367991242963,0.069245225368366,"Control Hot","delicata","Red"
"165",0.0741043743567642,0.0511493329415067,0.0540934102187882,0.0640361750997017,"Control Hot","delicata","Red"
"166",0.0743758378247348,0.060738242356984,0.0677407869325077,0.0664521054721176,"Control Hot","delicata","Red"
"167",0.0747084397900499,0.0580528905832436,0.0560432283548408,0.0617007910838345,"Control Hot","delicata","Red"
"168",0.0644793458164428,0.0577251746594178,0.0628478392223556,0.0560841508615207,"Control Hot","delicata","Red"
"169",0.0634620755901915,0.053017554633311,0.0623884485919269,0.0506938498875818,"Control Hot","delicata","Red"
"170",0.063881552267982,0.0434611614182802,0.0654365377158192,0.0793824012004249,"Control Hot","delicata","Red"
"171",0.0674722696416607,0.0500509633767925,0.0659614217163635,0.0748360629912394,"Control Hot","delicata","Red"
"172",0.063522209539084,0.0676763990576468,0.0661001881333942,0.0739036813843587,"Control Hot","delicata","Red"
"173",0.0516543389592611,0.0527769013989343,0.0557533036198467,0.0668651247720074,"Control Hot","delicata","Red"
"174",0.0694008401436275,0.0568532353677133,0.0515492404671502,0.067139688533354,"Control Hot","delicata","Red"
"175",0.0746515962730054,0.0563693208171101,0.0539448197455844,0.0727781564562365,"Control Hot","delicata","Red"
"176",0.0517984900357018,0.0561636962318768,0.0699347503561552,0.0730961823113399,"Control Hot","delicata","Red"
"177",0.0576178326496675,0.0567058136221104,0.05818800134054,0.0486735696207842,"Control Hot","delicata","Red"
"178",0.0582893247456717,0.0560563067392109,0.0643590545443034,0.0494336039532098,"Control Hot","delicata","Red"
"179",0.0581637958211415,0.0763262946338419,0.0666293015452531,0.0703637874006647,"Control Hot","delicata","Red"
"180",0.0583953576840872,0.076076106166167,0.0621601776977426,0.074188483514984,"Control Hot","delicata","Red"
"181",0.0588538685919102,0.067274583637823,0.0618661255909071,0.0490152525316272,"Control Hot","delicata","Red"
"182",0.0651958058497619,0.0645621532110202,0.0616683086852359,0.0572677809855627,"Control Hot","delicata","Red"
"183",0.0594067214608178,0.0607386531146301,0.056560470200877,0.0409915833310447,"Control Hot","delicata","Red"
"184",0.0594304276115319,0.0565694127864652,0.0666227020331454,0.0661265756863735,"Control Hot","delicata","Red"
"185",0.0593159353427545,0.059320085983692,0.0687127417331469,0.0588376946047189,"Control Hot","delicata","Red"
"186",0.0574267991056044,0.0609690318933878,0.0686099611385892,0.0692684771432975,"Control Hot","delicata","Red"
"187",0.0490818068719488,0.066903116801557,0.0689901305209682,0.0648789608255507,"Control Hot","delicata","Red"
"188",0.0867461497525631,0.0581796960898945,0.0523835175542541,0.0671354866656839,"Control Hot","delicata","Red"
"189",0.083215715304234,0.066914885472791,0.066147140197663,0.065778006977993,"Control Hot","delicata","Red"
"190",0.0819987463444243,0.0549184610248702,0.059939937036244,0.0640878678081283,"Control Hot","delicata","Red"
"191",0.0606765226909097,0.054947361781348,0.0620539537178245,0.0641003659627148,"Control Hot","delicata","Red"
"192",0.0450139481729935,0.055118185582012,0.0619799779927396,0.0637553637613067,"Control Hot","delicata","Red"
"193",0.0849477776120887,0.056426527751426,0.062257110252012,0.0619561656135304,"Control Hot","delicata","Red"
"194",0.0839490164892984,0.0563223131454598,0.054411643436047,0.0637497341062876,"Control Hot","delicata","Red"
"195",0.0794862490357487,0.0598810075205309,0.0542493755111038,0.0550937330262878,"Control Hot","delicata","Red"
"196",0.0736902703922599,0.0582516324577495,0.0739902615741677,0.0566624184614047,"Control Hot","delicata","Red"
"197",0.070295659753319,0.060051001404596,0.0552698815630982,0.0738570312211127,"Control Hot","delicata","Red"
"198",0.0606587757660145,0.0584990373403577,0.0584407799436669,0.0666781757475072,"Control Hot","delicata","Red"
"199",0.0612111121389413,0.0586491340182948,0.0670925834203134,0.0632584994715286,"Control Hot","delicata","Red"
"200",0.0599610941326998,0.0582758102614751,0.0673700620818218,0.0724995380151949,"Control Hot","delicata","Red"
"201",0.0610697838862713,0.0581361186586852,0.0566869763397621,0.0792562371406345,"Control Hot","delicata","Red"
"202",0.0614313283039087,0.0581424409925228,0.0468523003080054,0.0671955759263152,"Control Hot","delicata","Red"
"203",0.0573166732697557,0.0589302085216038,0.0524677287565071,0.0527718832219288,"Control Hot","delicata","Red"
"204",0.0635742799403842,0.0567394740779951,0.0533949571881746,0.0563832875079774,"Control Hot","delicata","Red"
"205",0.050508623172021,0.0543793191355801,0.0522724545327098,0.060563550638778,"Control Hot","delicata","Red"
"206",0.0533652126553219,0.0542052404894179,0.0511843208626852,0.0638519405014979,"Control Hot","delicata","Red"
"207",0.0548690795767305,0.055574618374761,0.0844088180682576,0.0542693725169429,"Control Hot","delicata","Red"
"208",0.0566137869005105,0.0560363877309319,0.0485809222173216,0.0585965176934701,"Control Hot","delicata","Red"
"209",0.0628139827024895,0.0558923843583647,0.0597407718895671,0.058248627894415,"Control Hot","delicata","Red"
"210",0.0496274889709574,0.055852112085059,0.0771536834058696,0.0584983651992991,"Control Hot","delicata","Red"
"211",0.063392057720371,0.0538408189642744,0.0803543703171194,0.0647987848956954,"Control Hot","delicata","Red"
"212",0.0719591173304883,0.0691583988295168,0.072901768674187,0.0513677417918597,"Control Hot","delicata","Red"
"213",0.0716162122675348,0.0700945510354143,0.0608986125053123,0.0514872337187394,"Control Hot","delicata","Red"
"214",0.073954311779173,0.0516683445039213,0.0669131505917233,0.0594029163593681,"Control Hot","delicata","Red"
"215",0.0748694783471957,0.0516403269898687,0.067637531058549,0.0673753408712198,"Control Hot","delicata","Red"
"216",0.0739557958101937,0.0548062936275078,0.061466988294026,0.0671347130361895,"Control Hot","delicata","Red"
"217",0.0695659306893544,0.0621270388969945,0.0704833489987598,0.0633206990414603,"Control Hot","delicata","Red"
"218",0.0700134893727192,0.0485246402175427,0.0587803292865886,0.0601808851279239,"Control Hot","delicata","Red"
"219",0.0595290112157814,0.0590660156575313,0.0675572106542489,0.0406717751956333,"Control Hot","delicata","Red"
"220",0.058718266317738,0.06076325667314,0.0620976094140847,0.0395886452690364,"Control Hot","delicata","Red"
"221",0.0580434781644859,0.0594761415492231,0.0546740913097445,0.0369992446600786,"Control Hot","delicata","Red"
"222",0.0585670244269899,0.0590667633572207,0.0544255348474851,0.0377481281405119,"Control Hot","delicata","Red"
"223",0.058376276467455,0.0577029214544612,0.0531571158049276,0.0379028863081452,"Control Hot","delicata","Red"
"224",0.058109478666239,0.0578570425726751,0.0553708418455995,0.0376824231300628,"Control Hot","delicata","Red"
"225",0.0612788246910957,0.0579652095204969,0.0522716603987788,0.0375513652748439,"Control Hot","delicata","Red"
"226",0.0628653096723354,0.0663534543718553,0.054353058230628,0.0376641604019396,"Control Hot","delicata","Red"
"227",0.0484264383721417,0.0680197299116782,0.0535282143258525,0.0603965838981321,"Control Hot","delicata","Red"
"228",0.053271719555237,0.0684073122135198,0.0658710197116827,0.0545861793650474,"Control Hot","delicata","Red"
"229",0.0575345783971058,0.068685168342306,0.061350947037858,0.0543370211348106,"Control Hot","delicata","Red"
"230",0.0694255973214391,0.0785441744017713,0.0679038988853951,0.0632339784490857,"Control Hot","delicata","Red"
"231",0.0675630149744776,0.0670214472319287,0.0561377274728842,0.0707343536234546,"Control Hot","delicata","Red"
"232",0.0677938510178255,0.0585362467178007,0.0608812896454389,0.0509982127393345,"Control Hot","delicata","Red"
"233",0.0703887926763674,0.063273053490102,0.0611505626583475,0.0514678251593468,"Control Hot","delicata","Red"
"234",0.0757997462637069,0.0577461180804164,0.0606977675675564,0.0515399830893946,"Control Hot","delicata","Red"
"235",0.074760698003592,0.0533057148752963,0.0649168776842055,0.0520808172268809,"Control Hot","delicata","Red"
"236",0.0492940822422753,0.0584328371177262,0.0667236884942317,0.0526652604867112,"Control Hot","delicata","Red"
"237",0.0579315564857962,0.0760102986665337,0.0698775918649984,0.0546754654821457,"Control Hot","delicata","Red"
"238",0.0574422376797035,0.0617398771079809,0.0472081274181496,0.0533814983910674,"Control Hot","delicata","Red"
"239",0.0594219111161432,0.0622851331080298,0.0792128538734666,0.053600655364132,"Control Hot","delicata","Red"
"240",0.0587940179267064,0.0728977496547998,0.0674104517750168,0.0592767627663903,"Control Hot","delicata","Red"
"241",0.0806757801259473,0.0727019552242447,0.0645634459319423,0.0561781433825946,"Control Hot","delicata","Red"
"242",0.0813994454963973,0.0732408263846863,0.0653220139261133,0.0661870262699106,"Control Hot","delicata","Red"
"243",0.0471098137196825,0.0678304380384561,0.0536060115403846,0.0599552008281301,"Control Hot","delicata","Red"
"244",0.0733453170277195,0.0676540733143098,0.0524246814864798,0.0603047976336848,"Control Hot","delicata","Red"
"245",0.0723258907563465,0.069605913691979,0.0525145239553388,0.0751335419869148,"Control Hot","delicata","Red"
"246",0.0697311596809894,0.0597286538705243,0.0527127330802046,0.0573666173667794,"Control Hot","delicata","Red"
"247",0.0668034523899519,0.059868647281166,0.0528730676241774,0.0710361253880227,"Control Hot","delicata","Red"
"248",0.0654552528857461,0.0604054604500238,0.0693540628660456,0.061175446605777,"Control Hot","delicata","Red"
"249",0.0526517042788194,0.0601886448808162,0.0722186694273888,0.0602526840039593,"Control Hot","delicata","Red"
"250",0.0599180017863041,0.0763968063488225,0.0736175261833952,0.0604652425204255,"Control Hot","delicata","Red"
"251",0.0517187141349186,0.0772092760164021,0.0732103302968036,0.0557662593713324,"Control Hot","delicata","Red"
"252",0.068015258032506,0.0411246617528968,0.0725474948317337,0.0582502972922862,"Control Hot","delicata","Red"
"253",0.0633655287526367,0.0411971430710827,0.0836080618811322,0.059968161893287,"Control Hot","delicata","Red"
"254",0.0576979106949794,0.0594700800724171,0.0866292176024933,0.0599571441698082,"Control Hot","delicata","Red"
"255",0.061384007087842,0.0742401766591888,0.0476371198280156,0.0581746803275765,"Control Hot","delicata","Red"
"256",0.0468754723750925,0.0767324724932143,0.0684847045173396,0.058223471453574,"Control Hot","delicata","Red"
"257",0.04817693218652,0.0809888640371188,0.0592914727699121,0.0652160179898536,"Control Hot","delicata","Red"
"258",0.0492351607082564,0.0790602598141553,0.0593555389336713,0.0647678933758226,"Control Hot","delicata","Red"
"259",0.0435757338887232,0.066186288642844,0.0747226101195645,0.0647709946253194,"Control Hot","delicata","Red"
